-0.4811,-0.93769,0.6396,0.85111,-1.2687,-0.72929,0.052589,-0.016026,-0.0039943,-0.24798,1.2692,-0.74266,-0.29837,-0.55,-0.12143,-1.0795,-0.83887,0.74024,0.11044,0.13749
0.67958,-0.68877,0.15951,-0.08833,-0.07914,0.18897,-0.74903,0.63922,0.026828,0.3449,-0.82465,-0.30153,-0.23633,0.52826,-0.019618,-0.51297,0.036665,-0.36381,-0.67408,-0.40675
-0.10817,-0.73488,0.66175,0.055398,0.97152,0.58857,0.55591,-0.43066,0.52915,0.75409,-0.2184,-0.40966,-0.029932,0.55835,0.62983,0.90342,0.37686,-0.54301,0.79071,1.0895
-0.77608,0.95867,0.57496,-0.15699,0.25946,-0.31513,-1.3377,0.81689,0.707,1.0008,0.11163,0.75787,0.54503,1.2556,0.93794,0.17462,2.5216,0.0053824,0.55943,-1.0676
0.49299,0.82508,0.64325,0.64379,-0.55282,0.17952,0.34043,0.045133,-0.55329,0.82897,0.76374,0.74805,0.50356,0.14685,-0.89212,0.86878,0.097633,-0.17178,0.65624,0.36171
0.42292,-0.6261,-0.3104,0.59187,-0.55947,-0.39305,0.6168,-0.79447,-0.14495,0.068114,0.31251,0.080165,-0.36637,0.23376,0.8985,-0.29929,-0.41179,0.35828,0.93816,-0.1398
-0.73998,0.643,0.18403,-0.78631,0.54679,-0.42123,-0.656,0.05537,0.12857,1.0389,0.040018,0.037967,-0.021056,0.63385,0.88732,1.0937,0.65708,-1.197,0.56159,-0.30682
-0.74179,-0.37902,0.7685,0.22933,0.47783,-0.42611,-0.60452,-0.33796,-0.68159,-0.026439,0.23552,0.3518,-0.23288,-0.44749,0.21378,-0.39705,0.14955,0.42952,0.10101,0.77648
0.34059,-0.39006,0.42371,0.54198,0.57752,0.27645,-0.98332,0.091564,0.53275,-0.67263,-0.60456,0.1826,-0.91769,-0.90178,-0.3554,0.45198,0.82847,1.0005,0.74382,-0.62464
0.33774,-0.26127,0.98442,-0.21942,1.1555,1.6044,1.2759,0.76552,-0.66435,-1.0582,-0.4611,-1.4903,0.87515,-0.95379,-0.52209,-1.5545,-2.0048,0.27491,-0.7551,0.67357
0.31319,-0.95756,0.058421,-0.44669,-0.67026,-0.41715,-0.95019,-0.28368,-0.042424,0.14278,0.19308,-0.35791,0.16109,0.0793,0.71517,-0.85508,0.8755,0.12627,0.88285,0.87408
-0.76462,-0.76874,-0.44655,-0.27173,-0.35786,-1.2986,-1.2848,-0.74974,-0.19716,0.7531,-0.49174,1.9891,0.020397,0.36135,1.8458,1.6824,2.7461,-0.20241,1.4334,-0.75207
0.58952,-0.19457,0.50275,-0.38369,-0.97535,-1.544,-1.4761,0.69886,0.31183,0.85983,0.24759,1.4629,0.76346,1.6009,1.4753,0.65737,2.3134,-1.2721,0.76271,-1.9635
0.31222,-0.4442,1.0968,-0.016148,-0.32155,-0.41804,-0.053736,-0.36302,-0.14831,-0.65578,0.73875,-0.57488,0.35141,-0.74876,-0.87486,0.033386,0.24775,0.88714,-0.92277,-0.32382
0.52831,0.11334,-0.76935,-0.24189,-0.53204,-0.88865,-0.49078,0.35821,-0.23468,1.5817,0.14066,0.35032,0.030808,-0.005661,1.4083,1.2372,1.7416,-0.91163,0.48655,0.35243
0.27571,0.29952,-0.19575,-0.47815,-0.22093,0.79699,0.79098,-0.012201,0.10892,0.43106,-0.95939,0.57163,-0.25978,-0.068569,-0.14666,0.90177,-0.83147,0.33435,-0.14761,-0.17151
-0.55273,0.45182,-0.73742,-0.64905,-0.46142,1.2648,0.45589,0.65742,-0.80777,0.18761,-0.62083,-0.47357,-0.18927,0.090927,-0.67431,-1.1004,-1.2075,0.092567,-1.0362,0.82756
-0.9833,0.42392,-0.6033,-0.46978,-0.89663,-1.0258,-0.62906,0.50363,0.21062,-0.051379,-0.32708,0.95139,-0.52175,0.65654,-0.74037,-0.63365,0.80941,0.19452,0.88409,0.52024
-0.82581,-0.48861,-0.090433,-0.33407,-0.33923,0.1237,0.67236,-0.17535,0.5937,0.22065,0.97401,-0.18342,0.029723,0.37128,0.28205,-0.74123,0.66992,0.43318,0.49876,-0.66747
0.44263,0.48147,-0.31396,-0.4907,-0.44808,0.56161,0.32215,0.03116,0.44737,-0.10111,0.2284,-0.012394,0.91766,0.61696,0.68953,0.61,-0.78658,-0.51977,-0.87928,0.8401
